"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Colombia","COL","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1704.94849209138","1879.88022059008","2048.92590035924","2528.94144869117","3030.49861909021","3309.72945992994","3895.77451596258","4368.49515980724","4886.2491051077","5478.94044525905","6350.93933802479","7282.55044646884","8658.9425407873","10857.1417855381","14079.2128665586","17309.5477810782","22258.602244921","29292.7167264375","36374.2304710584","46475.7022693681","60326.949734291","74022.7855002665","91124.9889345793","108911.674205092","134427.121835271","169332.298083697","226566.525927266","288350.624421463","375322.34261124","473848.4027108","737090.37524869","935621.676772872","1170650.47127587","1510099.32619736","1913358.26439553","2347480.45327979","2749230.5550036","3263640.3849775","3702345.27801642","3928077.63051544","5317615.25237641","5669253.19184319","6064238.3148288","6633228.0237803","7389550.98925122","8004511.50542835","8921628.1987828","9894708.38405116","10876425.782922","11318656.3941075","12139831.5087959","13662282.9877195","14558143.5772602","15443879.0836874","16343970.7406155","17077602.824872","18136791.1677571","19037004.9465302","20045696.4056692","21122191.4916264","19604516.4305934","23150496.7276349","28333853.5680209","30193976.8450974",
"Comoros","COM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","136561.609122585","157858.609528205","174226.991266464","205033.456226115","220705.34698521","235274.856914681","250440.336935462","255584.083126935","260205.356924057","259621.434563758","271317.2001234","270515.988848617","267259.762908673","276781.821556685","280709.980189153","308349.181412271","307411.873239893","315890.248756022","317383.745607694","335474.115906185","348453.120400627","379588.163018653","396429.996046844","417190.816129655","431267.787884106","436251.756841347","452584.766926097","463004.478853102","486580.774302191","497020.200998299","513619.9285392","539638.336832962","568230.655624911","591194.078293606","595726.07233016","586601.772626182","603242.691280996","616041.981766238","637932.122739153","663939.690462284","654517.804025474","656158.223033622","693718.389075186","722144.753689523",
"Cabo Verde","CPV","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","18014.3175069507","21115.1743907671","25122.1381531569","29992.8996800324","33402.0949524999","37132.1872223236","44382.83212934","48887.093009251","53924.82270909","58230.1463074131","58952.7275121172","61274.2791525028","63604.0495147233","100683.854713094","82895.261356139","91007.5346028752","98476.2825796246","106080.5342572","116374.528751925","136371.511497308","140836.679243471","148898.089741994","153747.557957953","165649.927617588","168699.906901803","174879.82598356","195204.496436045","263474.551891792","289279.9822078","287512.502957501","291556.813734143","307599.784653123","309320.667810529","312158.206467385","310489.102249504","314961.105899313","330236.490721605","345683.322890005","360618.900143907","384431.639602794","302622.197240148","325328.662669558","407278.83162578","440658.516207269",
"Costa Rica","CRI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","2124.70916629404","2098.14552716135","2202.15543901089","2271.51584062157","2326.87892453605","2451.12120773477","2591.77478319782","2716.13815910559","2918.97943043831","3131.45088949527","3515.92948633317","3745.50099029854","4201.27974423524","5065.37834075266","6420.88969432548","7957.28858583706","9538.72216665498","11830.6724388151","13206.9667703317","14721.414421064","17150.0846414058","23012.9037445181","38225.6013062671","49308.8358883705","60459.4985535198","71413.4736779816","86584.4010690174","97289.8469702643","116524.186054725","138327.561439571","165549.720050927","271975.141800338","346760.694221056","400077.403437862","472070.200123124","582128.943036047","663449.208776025","784655.302010659","920980.385804129","1043804.50224661","1162811.28472532","1296273.54588522","1446989.27350379","1643877.09614884","1916416.90204101","2219015.98139618","2652549.9662873","3128151.68381036","3600457.38230413","3862734.42422269","4284061.23097572","4620484.28906782","5014758.19623936","5314153.94836936","5780277.22980137","6163519.36513047","6482297.13672133","6877199.45845303","7144736.99822288","7440635.59517375","7123657.64160602","7824400.92843227","8649200.84629313","9028724.13526949",
"Caribbean small states","CSS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","641.853307170666","766.106950711573","845.517989453708","890.501073142779","993.602536038852","1122.78095982838","1179.19048310454","1219.02875416669","1412.17295687784","1462.61547783868","1461.62955506551","1698.18845597732","1797.42760882821","1910.34804530301","2098.10905307704","2068.45861541245","1972.59213051073","1919.81116326181","1996.45631984782","2003.04341511175","2027.10237816515","1662.96931474997","1515.57094064142","1526.78437116212","1933.62372920805","2181.4142106727","2281.97555037471","2306.38394039568","2332.50821705533","2562.27410535087","2752.20378269319","2844.24443674985","3007.19307369322","3205.68839767994","3403.29616311163","3791.87300608904","4683.8231963931","5200.04326573993","5392.25045401503","5501.99256681513","5697.57520913532","6106.0067919258","6467.33791422804","6814.24384354868","7117.53573456326","7683.74025365669","8055.92586780018","8543.33006731328","8831.91040872027","9139.38051005519","9499.57250428248","48436.3789682857","56495.8534866201","",
"Curacao","CUW","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28355.8576124309","29731.6233620309","29935.4096203707","29885.3658536585","29841.6992071062","30487.8808351131","31146.2931626534","32230.2326872883","34767.7700850014","34977.0433077033","35526.5435129083","34773.1242251261","35459.5819525538","35301.112974737","35125.2236881771","34657.6452715534","33909.9321074256","33899.4568440768","34223.2326655621","34405.0291855362","29277.4071134001","32184.3587501395","36682.1394072162","",
"Cayman Islands","CYM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72653.4702061917","74966.9359927681","74753.2197761014","67831.6650059869","64060.7398566929","62862.7612372037","62888.1950045447","63070.8796865411","63841.9512711526","64412.9470678291","65714.9701859733","67712.3227072813","71026.1951867157","74871.6347615816","70014.99708827","74116.5006932134","80061.1494163683","",
"Cyprus","CYP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","875.08837890625","1146.18481445313","1452.20837402344","1732.02563476563","2136.98193359375","2551.90991210938","2891.83349609375","3343.578125","3677.8525390625","4271.52001953125","4676.794921875","4993.72900390625","5492.96435546875","6093.56689453125","6792.88232421875","7530.0703125","7679.31103515625","8674.8251953125","8936.6943359375","9758.8623046875","11797.0703125","12065.962890625","12483.4326171875","13342.05859375","14171.9013671875","15266.037109375","16273.9482421875","16736.943359375","17882.7265625","19034.09765625","20069.740234375","21305.943359375","22827.54296875","24165.779296875","23112.232421875","23462.80078125","23338.251953125","22565.525390625","20929.95703125","20507.5859375","21168.9453125","22328.189453125","23632.3359375","24911.955078125","26280.1796875","24760.55859375","27686.416015625","30433.77734375","32093.265625",
"Czechia","CZE","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70761.8050478281","85383.3473443185","95350.9056922764","115334.467424761","133290.416773962","154572.179068335","177335.168417296","191284.835179211","209495.420459313","219079.509055938","232693.743568421","252444.525358473","263901.556117556","276971.998621149","301968.86350346","321763.930955921","344849.47364977","374754.583725449","389312.908736136","378623.538099046","381202.377985968","387032.101865","389020.610734593","394017.864479823","412885.769941837","438588.29160732","453977.122808558","482398.688821436","509012.008359793","542688.207408823","533670.478707046","581462.932947717","635932.061470835","675430.481780378",
"Germany","DEU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","2486.46248576485","2703.77281483151","2914.97509859393","3060.94295971168","3336.64543444058","3615.28783201065","3812.14350208538","3842.32301302135","4126.51237281551","4582.70522277824","5166.97149439341","5724.4532129226","6211.4127496116","6896.39084832896","7461.06360073779","7844.71583678551","8541.71477189245","9121.97101697299","9738.05800658763","10571.4469573966","11281.3435513248","11796.5839848269","12299.9742919256","12877.9023196747","13551.5928120286","14193.387585251","14946.6709630914","15326.632414319","16100.4983977208","17076.8950773792","18425.3024519561","19819.0574297245","21110.9269654901","21574.2787783627","22465.4606205912","23196.0725899299","23455.8257222065","23906.3262576792","24551.9667064791","25084.9440238563","25654.4375758197","26381.8090909008","26647.5949161153","26795.8088053124","27419.0807969241","27747.3752635249","28953.4201952934","30383.6177435903","31013.1164502217","29861.5520073201","31358.4772624749","33554.1646891411","34134.6833342321","34860.5481972638","36148.9210631927","37046.218014847","38066.6747631343","39526.7178937847","40593.6705355484","41809.918871348","40929.465493453","43481.0160161636","46263.7615928354","48781.3614187223",
"Djibouti","DJI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","151234.43671093","","146717.016972088","145833.72455358","139563.317687064","139279.210912499","130754.740096194","136330.887343809","135507.852186816","140155.130020835","140491.313000402","136190.391980752","133779.38441357","131520.462787083","132438.894534253","132022.834563961","132896.05350821","133127.536815907","137089.399822175","144646.756430136","151576.49715175","161338.312786987","174172.095109085","201115.432796533","206911.973436999","218209.549836325","235076.232025457","252090.282165825","373604.721570193","397937.67484559","428185.320578499","452431.245009826","471979.563520865","489770.337344566","511133.355959158","519254.324610423","544279.711946105","582594.087160715","640936.017176219",
"Dominica","DMA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","1716.84951900419","2128.25384254532","2041.39111972296","2693.58661514429","3039.68019525037","3328.34600556275","3686.17272966279","4097.03195896352","4506.23245712051","5124.44411991856","5790.95069766128","6562.5906927852","7143.559214005","7827.46362314877","8581.88339769457","9143.99814793379","9584.06222440689","10315.4715454204","10710.9723847921","11409.7967209323","11842.1852607808","12627.433345905","13038.9530990713","13173.704386504","13477.7632679412","13179.0747414374","13543.4382396774","14457.9578265815","14321.1404607275","15328.0381717145","16542.4936386768","17985.9556279259","19196.9412825098","19392.4805468693","19678.9444589916","19048.1651376147","19549.8336215289","20255.7264563002","20854.9145085491","22202.2119158045","20001.8465122225","21149.6265337532","23116.2849302794","18909.3687061601","20704.026956858","22537.7730728515","24175.5202628697",
"Denmark","DNK","GDP per capita (current LCU)","NY.GDP.PCAP.CN","9594.1645761149","10571.638066674","11819.622437387","12482.9471929118","14155.4727016944","15777.4849937922","17178.9972487072","18787.8550360532","20821.0154283258","23633.4987101021","25983.4136679897","28557.8818671942","32344.1195962173","37019.1301591183","41267.0443385196","45964.5012057641","53120.9798690848","58734.4204555482","65215.7622435274","72349.2664655123","78248.1995507734","86063.5015967754","98359.2565960831","108440.423581188","119752.527721647","129838.751109521","139174.009585719","145976.980798217","151640.81503986","160101.0904038","166420.405494016","172778.275916526","178485.426879144","178942.511584951","190789.883753539","198052.489856924","206727.795771065","216864.965332959","223593.248695048","233289.672721574","248503.170265427","255939.868809765","262330.566928779","266530.287869158","278655.636769424","292647.674147401","309394.160711474","318385.981128047","327920.311939975","311807.511006057","326429.17791085","331537.517691181","338903.309123087","343668.816291987","351054.091849437","358293.711972043","367982.635854337","380393.340826855","388929.551148881","397452.203331647","398002.247143227","435499.846928313","479692.716816784","468275.046612113",
"Dominican Republic","DOM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","203.879750917293","191.907440848606","234.041924772604","258.760222652634","273.324719979383","229.559605367368","246.771454870595","251.842578431878","255.053503091676","282.68159966772","331.890709093269","362.295131505632","420.631472097978","483.346020960248","587.657288762142","704.833668301657","754.777455734303","854.992866827186","861.51380334579","977.414313605875","1174.69335279197","1284.78955163116","1374.46863904263","1499.96429276161","1845.56002256569","2446.60240163371","2712.8193978785","3347.45813361384","4806.77568004598","6073.46698790679","8459.13484155711","16975.1418924099","19531.525593281","21582.8184888374","23921.669268536","27208.3460179754","29361.0972685294","34400.0257052818","38474.2988454897","41672.1592572153","46049.9464745127","49292.5475369822","54283.6506141317","70473.2589397223","103502.332157892","118218.48637085","135865.665894887","155114.291061055","174488.265661012","179936.783536091","202869.413380348","223169.691854701","237867.043695659","257926.212687127","284539.231656133","308063.318348787","331252.627637925","357149.302899417","393463.802844467","419250.555712698","405163.046507602","485049.082868639","557544.199751693","601785.591634745",
"Algeria","DZA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1180.12029165091","1036.37370105102","838.939860386848","1114.90363258933","1179.35405566537","1250.60202292885","1189.84415687172","1290.38077895715","1441.76461557997","1557.94899361175","1740.48072201083","1767.67424240116","2099.65560340804","2333.54206470794","3644.49130972293","3907.51727283434","4473.63541843176","5075.59855755089","5929.84978147068","7051.08232347466","8671.57927013373","9890.77931330604","10379.9498162409","11299.6202225198","12508.4548038589","13161.4000105273","13088.5750160832","13724.1843702781","14416.5225055725","17007.1671528086","21780.640756822","32314.3432334356","39187.5335044619","42625.7972605212","53387.9688968818","69899.5187341312","88667.6715393405","94320.7011622426","94587.5189692998","106708.928463683","133990.732168562","147034.043957266","154996.588741912","177413.861911088","203731.68581687","238008.762409089","267433.336483717","290519.693382384","336992.522214321","310266.83487121","368824.997886009","435772.493968223","472666.234270266","479756.175595634","496741.009997686","477428.406444261","490423.353348292","512236.880558713","541031.822281042","540683.761348222","481043.097403906","569465.450075353","713276.674448216","714561.845158846",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","373.250050669553","338.192829937954","310.296238547775","362.206800283811","432.751049325302","447.020254054867","441.821432918935","451.072962435269","443.029917796481","518.70198566392","463.550281381967","433.463119813369","487.395215217268","578.814521602222","954.417393526349","1087.56033463434","1244.13085957421","1468.17008618341","1545.082680321","1788.37347854021","2196.81459024846","2610.0024878475","2323.71552784351","1949.12557286809","1873.48413423106","1852.20423216812","1612.92393670201","1432.64552629069","1308.51628941358","1359.83530171099","1457.62780797442","1588.957297484","1657.02979103779","1700.30887926151","2000.17756977391","2112.2070203793","2141.25747618665","2348.04407600436","2292.50900002156","1581.96722764321","1388.40338028562","1800.398364535","2069.8497675204","2328.0038829626","2600.36980794325","2925.11357288578","3261.51495806892","3497.70573403355","4217.44458448304","4076.23494804164","4546.57877452911","5183.62370033118","5666.21744687686","6141.98318144215","6436.76103650622","6002.1083111024","5941.23470878371","6256.68301935971","6316.46884119534","6203.72705079758","5450.43376119582","6036.4472741675","6476.64457530137","6533.35150400616",
"Egypt, Arab Rep.","EGY","GDP per capita (current LCU)","NY.GDP.PCAP.CN","54.1826205101859","56.4079393922423","57.3037998706829","62.2479649822115","68.1894296026649","73.5111143905299","77.3507667636348","78.2142563347901","76.4652422407731","79.2623710673814","92.0476478830162","94.9404585204808","99.0097429264363","107.675550748185","117.106675510239","136.854160597555","169.09862909704","202.327130432057","234.982936089394","295.887232211664","356.636545603928","364.829750162657","487.234958318477","561.730543982182","649.184657966894","745.465605526023","857.571009261709","974.616095408216","1134.47077288363","1380.77353192706","1674.39691561407","1919.43387040174","2318.75295032558","2528.42029122449","2787.69635716743","3179.20882209253","3498.80756093229","3969.02826485488","4198.92986897366","4400.07577399672","4765.21601357497","4923.52808300396","5093.16917296786","5496.07348662293","6260.12392517071","6809.96381803625","7660.95160751619","9058.7603765102","10680.4498498136","12189.3219948701","13828.8439083054","15371.0669278294","18354.8125667522","19923.3458798437","22282.1238240845","25008.2377579283","27152.6415599771","35916.3184263632","44979.4253975282","52983.0563764621","57252.0572114115","60982.6759997407","70659.4533027868","90096.757533438",
"Euro area","EMU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1138.22272354154","1234.77164597695","1603.52509179927","1714.84595915113","1947.19869898188","2156.89654344789","2362.92408189764","2383.43085886262","2841.27039383504","3456.19975734455","3996.19910152374","4551.61532982336","5533.95126558915","5961.19244335269","6465.62937377369","6925.04934781598","7059.86794105621","9256.72206643043","7763.95157521602","9898.2719005353","","","","","","","","","","","","",
"Spain","ESP","GDP per capita (current LCU)","NY.GDP.PCAP.CN","147.219585757893","167.149227196132","193.203904782801","226.362850055594","250.783897928956","287.745490045054","330.418560706338","369.617608734515","411.870078594705","466.956603865602","510.010119613961","568.704106328538","660.112773295264","787.093192601652","953.398880823649","1107.39391854667","1318.61162485432","1655.9951377695","2007.44719271975","2327.70457523299","2675.27626842217","2980.46025556382","3406.95561829444","3860.46724619988","4338.22731242521","4803.04819047354","5482.4157156488","6114.61740220291","6793.15699906046","7600.22251088165","8456.86751971232","9250.03331077029","9913.82983953214","10203.696060355","10800.6475645418","11594.6888597713","12263.8459525997","12963.1015141801","13822.5881784705","14750.410869868","15969.5615228842","17159.9982883894","18091.3302849968","19016.610194762","20023.2771642538","21243.7566081993","22609.9913825878","23781.0087969296","24144.5454297381","23064.1728418207","23030.9245375449","22757.8438616839","22044.829015338","21893.5224107999","22215.7574376493","23212.3134819392","23974.2387401514","24949.8017265854","25724.7174725522","26424.4681699016","23624.924008757","25778.1194173401","28179.6521185123","30220.9671873778",
"Estonia","EST","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7833785780558","72.6485564471016","567.868691902988","1015.00497061692","1424.50442894598","1991.90468832006","2599.59423393996","3267.51528186148","3679.55049792375","3889.16765690052","4417.83197385799","5033.49434304795","5671.20745278573","6379.44000233454","7175.85336317933","8372.80729272388","10074.8657939873","12233.593400364","12428.5306149923","10589.5070493775","11071.2578155805","12563.4820131095","13545.5781222594","14348.1237058961","15251.0762278963","15684.3942597234","16528.404988638","18091.6224882039","19616.2081488558","21064.9341546976","20631.4622849415","23418.9019423983","26697.8581596038","27582.1834183875",
"Ethiopia","ETH","GDP per capita (current LCU)","NY.GDP.PCAP.CN","184.053420577325","187.420606262539","189.994138106826","193.36892690789","206.047420539988","218.380150346674","228.987600712615","236.239077517338","244.593040664243","251.448269807144","268.945880183698","276.283726217974","270.867248124265","278.322097585116","300.896855326994","293.757256803988","309.527909849431","347.211864086955","363.435784661414","392.220420815895","415.391531589763","433.873957029699","439.437943758635","475.427133745191","438.169248023646","499.305474289542","504.043060409167","521.220144619883","519.975704625223","527.086620074576","539.524927465404","572.027527247598","579.492862297481","718.760779549667","738.330455093024","854.612553547068","932.741045900571","934.272796515893","873.464555593862","910.964049538475","1001.90906363984","993.188894896258","943.634114483213","1011.29914349603","1159.68896094457","1384.92037169514","1664.5737946733","2113.62006537255","2966.0399132948","3895.60115582184","4324.13764253757","5609.78173445842","7912.2961382842","8929.56424106431","10635.075386805","12666.5115346993","14892.6671713398","16939.1933950689","19797.823507395","23578.1370012848","28797.0028665448","36090.0797424235","49902.8918189316","68936.3050085887",
"European Union","EUU","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","GDP per capita (current LCU)","NY.GDP.PCAP.CN","641.400906233059","721.932293999825","767.766045517276","827.925932567698","928.640163863716","1023.58853103834","1093.27124321631","1192.7385908819","1361.28865527103","1554.70086108974","1741.73149987615","1911.6545869105","2216.0901118337","2682.09831762458","3362.39168170036","3870.30546924083","4380.12499407491","4790.7329588162","5282.95488211747","6113.55387234007","7041.89842735747","7930.6844801336","8867.53555518587","9834.03926078306","10950.8720446114","11881.3856455645","12747.2624891372","13729.5846028171","15510.6226022095","17301.4869356057","18241.3032487565","17332.1711935601","16815.1793973493","16916.7860632905","17834.7211159333","19293.8629035258","19920.2938469215","21558.4741533532","23377.13141637","24570.0588174483","26359.4456869883","27877.3664188644","28551.7165525965","29109.6475090993","30365.8716660431","31392.2962904224","32831.0294880549","35371.8858249255","36561.3423723684","34042.2160415563","35079.3682756604","36746.10338899","37133.0027441964","37566.1062421355","37882.7328402831","38577.2066988945","39582.5307539912","41084.2788606252","42328.1555246327","43439.8977398967","43048.4038192668","45237.904882804","48178.8864359319","49715.5936753706",
"Fiji","FJI","GDP per capita (current LCU)","NY.GDP.PCAP.CN","221.978344668662","224.107069625169","228.200002338115","232.903247731572","244.280711928895","249.035201808064","248.155933974351","264.439017289621","288.154251461029","308.152400996611","363.509553971124","393.866171003717","476.896177895232","607.095096582467","794.637433427042","976.721419093997","1062.89168046068","1101.47141028786","1144.37322668596","1355.15274489194","1526.10544507914","1598.47418373371","1644.68873667402","1646.78723689541","1794.77905485947","1809.58154457765","1968.20070611237","1941.2330513078","2077.00459201696","2270.31178821386","2537.06290122112","2601.83071026666","2927.08096367964","3196.28280862344","3380.23502692832","3497.52475872393","3750.22911650166","3750.56551806426","4035.27502404948","4632.01128947247","4291.00466181146","4471.54471544715","4717.31080809186","5081.17151691821","5414.94460559321","5760.50692460937","6030.80344656165","6108.02471908094","6261.52257477438","6228.29651768449","6655.59481157662","7451.3690132162","7803.56189884519","8446.77252141052","10012.4867840447","10708.7988443088","11245.236184505","12039.9595655803","12677.4823829483","12806.2138459277","10444.2906623266","9640.97359967986","11791.0977600816","13204.0916474097",
"France","FRA","GDP per capita (current LCU)","NY.GDP.PCAP.CN","1003.94583682843","1076.61648160207","1193.50352870667","1323.80329429344","1451.86121302548","1550.68438136861","1662.60376645012","1779.01574784064","1922.24967146834","2191.53735333101","2430.16236372218","2686.43103597413","2972.89663293482","3383.27270917784","3919.62969376723","4391.19019375571","5051.49874483379","5658.35026189007","6398.2445461644","7272.76712068573","8206.15461777978","9210.31938642876","10521.5621918772","11617.809306992","12563.6817922535","13394.0212513188","14325.0371101352","14973.0072075296","16098.3525886078","17261.2978623066","18150.5974162913","18643.2748062646","19218.0814856524","19323.1785665137","19887.3256007303","20460.1635247172","20956.1354571893","21557.0819942737","22459.4340950137","23155.3165867882","24270.3777051421","25065.430518242","25686.2784620622","26192.5050319667","27170.2705194403","27946.6664725382","29046.0712104013","30323.450924176","30947.3347000582","29924.2110434012","30682.3213542245","31499.9106361745","31811.3424092751","32077.5087057966","32418.9110256509","33035.1477796448","33483.0873112961","34329.1986224338","35190.0555981514","36173.1311780565","34302.116731638","36923.835298301","38826.5572809093","41119.1231456641",
"Faroe Islands","FRO","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","7433.57263392729","8800.33912674862","9899.27736391284","11013.5915919221","12078.7508486083","12373.0998549713","12992.2933829391","13832.8378627239","16581.6326530612","18936.7231929184","21099.6336250763","24540.834297791","29841.4989176143","32164.1313444592","39825.5955570712","50333.8878040549","52279.2803526748","55519.2208158848","64537.5574859479","74519.065416275","83778.6432388371","99621.6615549934","97751.190871829","106791.003839824","121144.943600443","130473.137250683","138844.523946421","134217.730048431","125234.314117821","124246.95577868","119747.853494185","109411.03423807","109356.234846253","115283.643419701","130001.359372876","138599.842678953","164999.442772763","174037.121429994","188909.329829172","208816.088225754","215036.421506846","208775.742741391","215324.345162433","218529.332587853","248353.445242481","263288.600318438","262206.936440065","254163.827458754","270898.574674654","278026.701938577","290533.559265994","312043.041843942","337455.896007428","354740.249098656","382589.898989899","391738.00517619","395148.660582867","421534.026044388","407150.624821139","434491.104010286","473955.547184027","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current LCU)","NY.GDP.PCAP.CN","","","","","","","","","","","337.112444314145","359.025556187896","403.130621697583","545.030715072925","703.18487518665","687.105140067499","682.38816046351","674.406359656773","745.409808982677","813.21718344871","841.251448295907","973.787796052065","990.592282250458","1011.51314975018","989.866121682181","1158.76521811235","1241.30225560583","1256.9335990091","1312.81122679946","1396.75193189801","1492.85518696186","1654.93343423581","1730.92435831398","1871.16853720645","1860.46084304142","2008.33242694511","1972.60188653699","1859.27042372653","1964.64373552591","1973.66392024314","2088.20954444136","2152.5252795941","2165.48682048718","2195.18715620947","2155.78169026723","2256.01135749054","2298.63645841833","2344.40346200197","2420.7490064763","2598.40360440538","2760.0113395546","2885.44124871393","3023.58544607879","2920.70086272777","2928.44878191958","2891.32210264749","2956.56129178986","3250.9281898035","3533.79188489935","3537.47115704038","3318.28804881095","3447.33097029108","3766.51133457132","3992.22384225509",
"Gabon","GAB","GDP per capita (current LCU)","NY.GDP.PCAP.CN","67572.1749717536","79169.2553275477","85187.527436786","71067.8825442365","97896.4259118611","101363.38316272","108682.33443935","118348.227256943","127089.647862402","141457.268553679","149868.082626693","172381.838072604","174356.287834109","253585.775270429","572796.114170886","697078.421322399","1059588.01167006","993192.129866131","757159.808182437","882786.350912368","1207083.90848483","1364929.82218847","1505727.69239537","1593272.32960752","1867252.5278462","1751934.07450478","1338914.51030284","1089814.98724884","1227452.11131221","1396223.14060819","1648579.69457635","1509117.37186818","1426830.89047526","1436882.26846507","2127596.17450812","2206131.39102502","2531546.55697327","2635263.76370352","2186253.9592274","2313896.92157413","2834551.646392","2815747.86275725","2758652.48163518","2739583.19730586","2891470.66917882","3464595.33460006","3590868.49282612","3846740.87963793","4340573.4328847","3445327.06154425","4156072.570941","4841513.4009591","4772943.52103359","4568611.5844805","4569905.80896914","4191959.72372921","3983612.41190947","4050484.49912742","4274108.31049283","4408313.77060218","3844962.09403147","4788814.41957236","5501777.21754615","5107379.20109695",
"United Kingdom","GBR","GDP per capita (current LCU)","NY.GDP.PCAP.CN","499.141221374046","525.852272727273","544.920187793427","576.2348555452","624.388888888889","669.13164317763","709.552869703651","745.491740621292","813.233426972906","875.279009050039","978.221717201205","1088.8034420501","1213.38517865356","1398.60595320964","1568.25610483121","1943.48501933276","2302.89037380794","2683.86951286103","3116.97325513345","3685.40865441755","4316.79631303044","4776.6147761765","5235.2146791574","5733.79496097907","6149.1183804806","6741.80712989724","7238.90074972748","8027.26310053951","8987.98589320919","9925.44927825291","10754.5670135331","11283.7120108374","11673.589913457","12261.7982476156","12878.0161734719","14682.1654894954","15644.5025912481","16348.6762357307","17072.1458243274","17777.8486677775","18690.8645129328","19386.6938337091","20067.8690835558","21096.1461183914","22048.3945888759","23157.6336406263","24192.5214826346","25188.7632106362","25783.4893930695","24869.8581337643","25627.6271534922","26282.3470754508","26902.813436344","27778.0909521764","28830.4604891919","29431.2389360322","30355.0776461105","31524.6438028849","32384.7857302695","33423.7547194956","31369.2500051505","34077.3587773586","36966.2787095632","39315.084125823",
